"customer_status","age","dependents","education","marital_status","employment_status","income","card_type","months_since_first_account","total_accounts","months_inactive_last_year","contacted_last_year","credit_limit","utilization_ratio","spend_ratio_q4_q1","total_spend_last_year","transactions_last_year","transaction_ratio_q4_q1"
"closed_account",36,3,"associates","single","part_time",36359,"blue",22,3,3,1,2784,0.854,0.525,2021,57,0.676
"closed_account",45,4,"associates","single","full_time",76685,"blue",27,1,2,3,34516,0,0.331,2198,42,0.355
"active",50,0,"associates","married","part_time",52606,"gold",43,2,3,1,4154,0.255,0.544,4325,86,0.72
"closed_account",36,2,"masters","single","full_time",33008,"blue",26,1,2,3,1821,0.816,0.827,2824,43,0.387
"active",32,1,"associates","married","self_employed",69138,"gold",22,3,1,4,16912,0.094,1.274,2413,41,0.708
"closed_account",47,5,"associates","single","part_time",97358,"gold",37,3,4,4,18800,0.134,0.482,1575,23,0.211
"active",50,2,"masters","married","part_time",106761,"silver",42,6,1,1,9873,0.129,0.791,4613,82,0.745
"active",55,1,"masters","single","full_time",38476,"blue",36,5,2,1,3258,0.773,0.985,4960,77,0.75
"closed_account",58,1,"masters","single","full_time",118514,"gold",36,6,3,4,22718,0,0.747,8100,77,0.833
"closed_account",59,2,"masters","single","part_time",67679,"blue",50,2,4,2,6224,0,0.801,8291,69,1.029
"closed_account",52,3,"associates","married","part_time",39765,"silver",39,5,3,2,3302,0.762,0.705,2682,47,0.516
"active",54,1,"associates","married","self_employed",34849,"gold",44,3,3,3,3947,0.442,0.478,1110,21,0.4
"active",58,2,"associates","single","self_employed",34262,"blue",50,4,3,4,1430,0.569,0.917,4196,71,1.088
"active",37,1,"bachelors","single","self_employed",35710,"silver",20,3,2,5,9466,0,0.818,2503,70,0.489
"closed_account",40,3,"doctorate","married","full_time",47661,"blue",36,3,3,4,2313,0,0.673,2249,42,0.312
"active",48,2,"masters","married","full_time",53742,"gold",43,5,2,2,1761,0.709,0.936,4410,73,0.622
"closed_account",42,2,"masters","married","part_time",74784,"blue",27,2,2,2,2476,0.909,0.969,4659,48,0.6
"active",48,2,"associates","single","self_employed",38600,"blue",36,3,3,3,5483,0.098,0.681,2051,49,0.633
"active",56,2,"bachelors","married","full_time",34770,"gold",46,5,3,3,3119,0.57,1.01,4168,63,0.853
"active",45,3,"masters","single","part_time",70492,"blue",35,3,3,3,10290,0.073,0.858,4326,81,0.761
"closed_account",40,3,"masters","single","part_time",35640,"silver",36,5,3,1,1516,0,0.737,2709,54,0.385
"closed_account",34,1,"masters","single","self_employed",37533,"gold",26,3,2,5,2066,0.168,0.511,2157,37,0.321
"active",47,3,"masters","divorced","full_time",35050,"silver",36,3,3,2,2182,0.718,0.574,3935,77,0.711
"active",47,5,"associates","single","full_time",35259,"gold",33,5,2,2,2169,0.613,0.905,3833,64,1.065
"active",42,3,"associates","single","full_time",32091,"blue",36,6,1,1,6275,0,0.79,4308,75,0.786
"closed_account",47,2,"associates","married","full_time",64664,"blue",32,1,3,6,1789,0,0.637,2784,49,0.581
"active",40,4,"bachelors","married","full_time",103782,"blue",25,3,3,1,1962,0,0.684,1179,27,0.688
"active",46,5,"associates","single","self_employed",31174,"gold",28,3,2,3,2424,0.895,0.613,4209,76,0.767
"closed_account",43,3,"masters","married","part_time",38792,"blue",36,2,2,2,2440,0.411,0.061,1533,42,0.105
"active",48,4,"masters","married","full_time",106174,"blue",36,5,3,0,5288,0.164,0.869,1777,42,0.75
"closed_account",46,2,"masters","single","full_time",31864,"blue",36,3,4,3,8309,0.103,0.888,1165,35,0.4
"closed_account",48,2,"masters","married","self_employed",34293,"blue",36,5,1,3,7151,0.112,0.986,854,22,0.375
"closed_account",45,5,"associates","single","part_time",131217,"blue",36,4,2,1,34516,0,0.732,8603,84,0.615
"active",48,3,"masters","married","self_employed",53303,"gold",36,4,2,2,5573,0.222,0.624,4348,90,0.837
"active",39,1,"masters","single","full_time",46779,"silver",33,6,1,2,2255,0,0.73,4412,81,0.884
"closed_account",45,2,"bachelors","divorced","full_time",48820,"silver",39,4,3,4,3076,0,0.734,2580,50,0.429
"closed_account",47,2,"masters","married","part_time",43344,"gold",42,6,3,3,4738,0,0.641,1900,36,0.5
"closed_account",38,2,"associates","divorced","self_employed",77201,"gold",25,1,2,3,26794,0.031,0.848,8788,58,0.933
"closed_account",44,2,"associates","married","self_employed",72935,"gold",35,3,3,3,34516,0,0.767,2227,44,0.63
"active",47,4,"masters","married","self_employed",110827,"silver",35,3,3,4,5589,0.256,0.632,1570,31,0.722
"active",44,3,"associates","single","full_time",34946,"gold",36,5,3,3,4307,0,0.745,1628,37,0.542
"active",42,4,"bachelors","divorced","self_employed",35715,"blue",23,6,1,3,1878,0.545,0.76,4707,74,0.897
"closed_account",38,3,"bachelors","single","self_employed",74809,"blue",18,5,1,5,16317,0,0.566,1995,54,0.929
"active",30,0,"masters","divorced","full_time",73802,"gold",22,3,3,3,6476,0,0.551,2723,66,0.65
"closed_account",54,2,"associates","single","part_time",34692,"blue",44,4,3,4,3778,0,0.739,2367,45,0.452
"active",33,2,"doctorate","single","full_time",38980,"blue",21,4,3,4,5297,0,0.779,2655,62,0.55
"active",42,4,"associates","single","self_employed",36243,"blue",32,6,3,2,13719,0.101,1.201,3774,63,0.658
"closed_account",37,2,"associates","single","self_employed",109459,"gold",18,1,1,2,31832,0.016,0.972,10201,59,0.788
"closed_account",44,3,"bachelors","single","self_employed",34130,"blue",34,4,3,1,1605,0.555,0.742,2722,45,0.5
"active",38,2,"masters","single","full_time",70601,"blue",25,1,1,1,11474,0,0.628,13041,98,0.661
"active",44,1,"associates","single","full_time",141902,"blue",36,6,2,2,34516,0.044,0.924,1603,29,0.526
"closed_account",39,4,"masters","single","full_time",34153,"blue",28,5,2,4,1430,0,0.777,2392,44,0.375
"closed_account",41,4,"masters","married","self_employed",99376,"blue",36,1,3,6,4725,0.265,1.008,9134,77,0.974
"closed_account",62,1,"associates","married","full_time",51325,"blue",53,2,1,1,5249,0,0.758,1315,31,0.722
"active",44,2,"associates","single","self_employed",33247,"blue",30,1,3,3,15365,0.041,0.807,7890,91,0.685
"closed_account",49,1,"associates","married","part_time",51540,"silver",39,2,3,3,8061,0.312,0.352,1224,31,0.409
"active",44,1,"masters","married","part_time",90470,"silver",33,2,3,1,32222,0,0.844,14220,95,0.61
"closed_account",42,3,"masters","married","full_time",70943,"blue",30,2,2,3,5298,0,0.857,2431,37,0.542
"active",35,2,"associates","married","part_time",36343,"blue",30,3,3,1,4549,0.262,0.445,1914,33,0.5
"active",40,4,"associates","single","full_time",74235,"blue",26,2,2,3,20929,0.079,0.523,4001,76,0.689
"closed_account",53,2,"associates","married","full_time",30246,"blue",36,6,3,2,3918,0.642,0.47,2115,42,0.448
"active",37,3,"masters","single","full_time",69148,"blue",28,4,2,3,3642,0.167,0.676,2790,68,0.581
"closed_account",45,3,"associates","divorced","self_employed",34424,"blue",32,3,2,2,1942,0,0.366,1853,31,0.107
"closed_account",42,2,"associates","single","full_time",62776,"blue",33,3,3,3,4836,0.102,0.417,1870,45,0.406
"active",52,1,"masters","married","full_time",93391,"blue",36,4,3,2,34516,0.016,0.78,1629,32,0.778
"active",48,3,"masters","married","self_employed",38478,"gold",38,6,1,3,4025,0,0.887,4445,92,0.673
"active",48,2,"masters","married","full_time",45365,"gold",42,4,3,3,4076,0,0.808,1235,37,0.682
"closed_account",59,0,"masters","married","full_time",114882,"blue",46,5,4,2,6526,0.075,0.678,2331,45,0.452
"active",42,3,"bachelors","married","full_time",46986,"gold",27,1,1,1,7226,0.261,0.661,4653,71,0.614
"active",60,0,"bachelors","single","self_employed",36922,"gold",47,6,3,3,3076,0.734,0.795,4522,75,0.471
"closed_account",46,1,"associates","single","part_time",52155,"blue",30,3,2,1,7195,0,1.035,2751,47,1.136
"active",50,1,"associates","married","self_employed",154728,"blue",36,6,3,2,20968,0,0.64,2823,61,0.794
"closed_account",47,2,"associates","single","part_time",98847,"gold",36,4,3,5,4754,0,0.618,2607,41,0.367
"active",53,3,"doctorate","married","self_employed",33447,"blue",33,6,2,1,2255,0.73,0.848,4270,76,0.767
"closed_account",43,2,"bachelors","married","self_employed",33793,"blue",36,1,2,6,3793,0.664,0.512,2577,57,0.629
"closed_account",40,3,"masters","single","part_time",101785,"blue",20,1,2,2,32554,0,0.872,8528,87,1.122
"closed_account",53,1,"associates","single","full_time",111398,"gold",36,3,2,2,11778,0,0.603,2147,44,0.375
"closed_account",42,4,"masters","single","part_time",31371,"blue",36,6,2,2,2803,0,0.623,2216,40,0.6
"closed_account",47,4,"masters","divorced","part_time",31549,"blue",42,1,3,3,5798,0.434,0.58,1860,43,0.433
"closed_account",48,4,"doctorate","married","part_time",36870,"blue",24,4,2,3,1430,0,0.738,2306,46,0.484
"active",35,2,"masters","married","full_time",64659,"blue",24,5,1,3,7453,0,0.712,1691,47,0.516
"active",48,2,"associates","married","full_time",81217,"silver",37,4,3,3,6593,0,0.667,3520,69,0.769
"closed_account",40,4,"masters","divorced","part_time",50345,"silver",28,1,2,3,5821,0.154,0.461,2011,42,0.273
"closed_account",53,0,"masters","single","part_time",39061,"silver",40,4,1,4,1430,0,0.503,2014,53,0.472
"active",47,3,"associates","married","full_time",36685,"blue",34,2,1,2,6028,0.133,0.819,1002,22,0.571
"closed_account",55,1,"masters","single","full_time",34267,"silver",36,4,2,2,3552,0.709,0.865,2665,36,0.333
"active",43,2,"masters","married","full_time",71558,"blue",25,5,3,1,7534,0,0.587,4685,79,0.975
"closed_account",49,3,"masters","married","part_time",38718,"blue",37,4,2,1,6184,0,0.476,1756,49,0.324
"closed_account",57,1,"masters","single","full_time",84745,"silver",36,2,3,2,10244,0.084,0.78,1127,29,0.381
"active",53,1,"bachelors","married","full_time",47551,"gold",40,3,2,1,4941,0.378,0.73,5104,87,0.851
"active",47,1,"associates","single","full_time",36405,"gold",36,2,1,3,2874,0.766,0.718,4779,86,0.792
"active",44,4,"bachelors","single","self_employed",92451,"blue",34,2,2,3,1876,0.459,0.839,5056,82,0.547
"closed_account",53,0,"associates","single","full_time",162860,"blue",44,2,4,4,34516,0.067,0.416,1461,43,0.536
"closed_account",45,3,"associates","single","full_time",70919,"blue",36,3,3,3,4028,0.176,0.731,791,22,0.833
"active",44,2,"associates","divorced","self_employed",68915,"blue",38,2,1,2,16553,0,0.488,4797,82,0.907
"active",49,1,"masters","single","full_time",45426,"blue",41,6,1,3,20231,0.048,0.893,1215,36,0.714
"active",46,4,"bachelors","single","full_time",35573,"silver",36,6,1,2,1430,0,0.749,3880,74,0.721
"closed_account",39,2,"associates","married","full_time",43507,"blue",30,5,3,3,2220,0,0.872,2859,55,0.833
"closed_account",46,2,"associates","married","self_employed",74399,"blue",38,5,3,6,34516,0.073,0.956,9314,89,0.978
"closed_account",32,0,"masters","single","full_time",47414,"blue",14,1,1,3,4015,0,1.045,8363,65,0.806
"active",44,5,"associates","single","full_time",34679,"silver",36,1,3,1,7742,0.15,0.729,9081,100,0.852
"active",34,2,"masters","married","full_time",95643,"blue",23,6,2,3,7567,0.235,1.275,2361,45,0.875
"active",47,4,"masters","married","full_time",91255,"blue",30,3,3,1,27720,0.087,0.752,8520,89,0.589
"active",32,0,"associates","married","full_time",34034,"silver",26,6,2,3,2778,0.832,0.727,1680,33,1.062
"closed_account",62,0,"masters","single","full_time",52705,"blue",42,3,4,4,17161,0,0.552,1898,42,0.556
"active",50,2,"associates","married","part_time",73566,"silver",32,3,1,3,10733,0.073,0.732,3910,66,0.65
"active",65,1,"associates","married","self_employed",36156,"blue",36,3,2,0,3198,0.78,0.665,1936,44,1.316
"closed_account",47,3,"masters","married","part_time",37859,"silver",36,5,2,2,8109,0,0.601,1835,43,0.344
"active",48,1,"masters","married","full_time",105687,"silver",44,6,1,3,2916,0,0.792,4336,72,0.714
"active",44,5,"doctorate","single","full_time",140787,"gold",31,5,1,2,7567,0.33,0.709,4076,60,0.579
"closed_account",38,4,"associates","married","part_time",91983,"blue",25,5,2,4,5768,0,0.924,9867,78,0.902
"closed_account",48,0,"doctorate","married","full_time",70770,"gold",41,2,3,4,7277,0.069,0.582,2356,40,0.29
"active",36,3,"masters","single","self_employed",33365,"silver",31,3,2,3,2937,0.735,0.67,2511,51,0.7
"closed_account",49,2,"masters","single","part_time",101872,"blue",43,2,3,3,2384,0.805,0.5,3512,50,0.471
"closed_account",46,1,"associates","married","full_time",77385,"blue",34,3,3,4,15060,0,0.545,1611,42,0.4
"active",38,3,"associates","single","self_employed",53681,"silver",26,2,2,1,23981,0,0.741,7872,103,0.635
"active",61,1,"masters","single","full_time",32859,"silver",54,3,2,2,2721,0,0.734,2088,37,0.682
"active",42,4,"masters","married","full_time",57764,"blue",27,3,1,1,1950,0.545,0.48,3873,76,0.854
"active",43,3,"associates","single","full_time",131116,"gold",36,3,1,3,34516,0,0.852,1996,48,0.548
"active",45,2,"bachelors","married","part_time",71152,"blue",34,1,1,2,17646,0.079,0.851,15527,106,0.893
"closed_account",48,4,"masters","married","full_time",33949,"silver",36,5,2,2,2700,0.919,0.686,2396,49,0.531
"closed_account",46,2,"doctorate","married","self_employed",93955,"blue",29,1,2,5,17667,0,0.569,1775,42,0.556
"active",48,4,"bachelors","single","part_time",32586,"blue",42,2,3,2,1430,0,0.707,5045,82,0.745
"active",50,1,"associates","single","full_time",103006,"gold",36,4,5,3,34516,0,0.732,16019,105,0.694
"closed_account",56,2,"bachelors","single","part_time",150376,"blue",50,2,2,3,16867,0,0.885,654,14,0.4
"closed_account",34,2,"masters","divorced","part_time",56834,"blue",25,2,3,4,12373,0,0.71,2462,40,0.429
"active",50,2,"masters","single","full_time",160218,"silver",37,6,3,4,15341,0.066,0.709,2916,65,0.548
"active",48,4,"masters","married","part_time",31168,"blue",36,4,1,2,2912,0.515,0.825,4518,90,0.875
"closed_account",26,0,"associates","single","full_time",45427,"blue",13,2,2,4,1730,0.934,0.331,869,27,0.286
"active",39,3,"associates","married","full_time",71094,"silver",34,4,3,2,15370,0.045,0.81,4106,71,1.029
"closed_account",57,3,"masters","married","part_time",145069,"gold",38,2,3,3,8249,0.167,0.798,678,11,0.833
"closed_account",53,2,"associates","single","part_time",33832,"gold",45,1,1,1,1981,0.766,1.019,973,25,0.923
"closed_account",46,2,"bachelors","single","full_time",105998,"blue",34,2,3,3,7077,0,0.838,2619,41,0.519
"active",36,2,"bachelors","single","self_employed",111870,"silver",31,5,2,3,5821,0.131,0.688,5291,96,0.684
"active",47,3,"associates","married","full_time",37326,"silver",36,5,3,3,2822,0,0.681,5064,74,0.85
"active",43,5,"masters","single","full_time",33809,"gold",36,3,2,2,1430,0,0.644,4459,65,0.477
"active",54,4,"associates","single","part_time",36045,"blue",36,1,3,0,1921,0.694,0.694,4512,90,0.765
"closed_account",59,0,"bachelors","married","full_time",106078,"blue",50,3,2,3,12918,0.182,1.008,9138,76,0.9
"active",43,2,"masters","married","part_time",34394,"silver",31,6,1,1,2837,0.637,0.609,4279,83,0.627
"active",47,5,"masters","single","full_time",49461,"blue",40,4,3,4,3888,0.647,0.641,4377,88,0.725
"active",50,3,"masters","married","self_employed",161230,"blue",35,1,1,2,34516,0.047,0.761,14474,121,0.833
"active",47,3,"masters","single","full_time",75606,"silver",36,4,2,2,2926,0,0.676,1304,24,0.846
"closed_account",41,2,"masters","married","self_employed",33970,"blue",31,3,3,3,2580,0.828,1.056,2981,40,0.481
"closed_account",40,3,"associates","single","part_time",95369,"blue",29,2,2,4,18563,0,0.729,2395,45,0.552
"closed_account",55,1,"associates","married","part_time",46153,"blue",46,2,4,3,4629,0.153,0.788,2877,49,0.581
"closed_account",57,3,"associates","single","part_time",34731,"blue",51,3,0,3,1430,0,0.429,2113,38,0.267
"closed_account",52,3,"associates","single","full_time",141172,"silver",46,2,4,4,13354,0,0.018,1097,28,0.077
"closed_account",53,1,"masters","single","full_time",37763,"blue",48,6,6,3,2370,0.492,0.562,2164,45,0.607
"closed_account",40,3,"associates","single","part_time",95369,"blue",29,2,2,4,18563,0,0.729,2395,45,0.552
"closed_account",61,0,"associates","single","part_time",149759,"silver",46,6,3,3,4650,0.25,0.82,7976,74,1.056
"closed_account",49,1,"associates","divorced","self_employed",54822,"blue",37,6,2,2,2173,0,0.652,2379,57,0.781
"closed_account",55,2,"bachelors","single","part_time",36104,"blue",49,1,0,6,1430,0,0.608,2278,57,0.727
"closed_account",40,2,"doctorate","married","part_time",44334,"gold",27,4,2,3,2208,0,0.695,2659,56,0.806
"closed_account",60,0,"bachelors","married","part_time",109899,"blue",50,1,4,2,29239,0,1.057,8169,65,0.585
"active",35,3,"masters","single","part_time",54536,"silver",17,6,3,2,16659,0,1.012,2551,74,0.609
"active",40,1,"associates","single","full_time",38425,"blue",29,3,2,2,2506,0.543,0.844,4665,82,0.745
"active",48,3,"masters","married","full_time",113421,"blue",43,1,4,1,9959,0,0.751,14948,125,0.866
"active",52,3,"bachelors","married","part_time",54599,"silver",47,6,3,3,4717,0,0.563,2349,66,0.347
"active",47,4,"masters","married","full_time",49961,"silver",41,5,3,4,14535,0,0.711,2970,76,0.689
"closed_account",35,3,"masters","single","self_employed",35652,"silver",31,1,3,4,1678,0,0.676,2475,61,0.694
"active",40,5,"associates","married","full_time",33544,"blue",24,6,1,1,2038,0.389,0.682,3513,67,0.634
"active",40,2,"associates","divorced","part_time",45748,"gold",35,3,1,1,2430,0.401,0.677,4344,75,0.596
"active",42,3,"associates","married","part_time",36948,"blue",33,5,2,4,6848,0,0.962,4006,82,0.822
"active",29,1,"masters","married","part_time",33805,"gold",36,2,2,0,1430,0,0.734,4769,84,0.826
"closed_account",65,2,"associates","single","full_time",35233,"blue",36,4,2,3,2954,0.852,0.619,1909,28,0.474
"closed_account",39,2,"associates","married","full_time",132233,"gold",19,2,1,2,34516,0.023,0.841,7721,75,0.667
"active",47,2,"doctorate","single","part_time",34664,"blue",37,2,1,3,3235,0.246,0.541,1493,32,1
"closed_account",54,3,"bachelors","single","full_time",154803,"blue",49,3,2,3,34516,0,1.203,2115,24,0.263
"closed_account",65,0,"associates","single","part_time",36060,"blue",56,3,6,3,5894,0.081,1.015,1616,32,0.455
"closed_account",51,0,"associates","married","part_time",33952,"blue",42,1,4,4,9989,0.057,0.52,2053,49,0.485
"active",52,1,"associates","single","full_time",37902,"silver",36,2,2,1,3244,0.572,0.7,8087,95,0.792
"active",55,2,"associates","married","self_employed",56131,"blue",42,2,2,3,5431,0.37,0.661,4569,82,0.608
"active",53,4,"associates","single","full_time",70981,"blue",49,5,1,2,3858,0,0.67,4472,92,0.614
"closed_account",47,3,"associates","divorced","part_time",143495,"gold",42,2,4,5,34516,0,0.521,1641,35,0.591
"active",56,2,"associates","married","full_time",54769,"blue",50,4,2,3,4458,0.422,1.107,1424,29,1.417
